,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
ZNF512B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCKL1,1,0,2,2,0,0,7,2,2,1,0,1,2,0,4
LOC114599773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNAJC5,0,13,2,8,3,4,4,7,3,8,2,0,6,2,1
TPD52L2,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
LOC114599779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABHD16B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB46,2,12,6,31,0,17,8,0,11,4,0,12,7,2,7
SLC2A4RG,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
LOC114599785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZGPAT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ARFRP1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
TNFRSF6B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTEL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STMN3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GMEB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HELZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNDC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STK35,6,10,8,13,1,5,13,2,4,18,10,3,30,4,2
PDYN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK2A1,6,18,43,26,8,34,15,9,21,8,15,15,12,9,15
TCF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRXN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM110A,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0
ANGPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599802,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
PSMF1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM74B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6H20orf202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAD21L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDCBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBP1A,13,4,9,10,2,4,12,2,2,9,4,2,8,0,4
LOC114599811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NSFL1C,2,5,1,2,1,1,0,0,0,0,1,2,1,1,0
TBC1D20,0,2,3,3,0,7,1,1,3,2,1,0,2,1,1
RBCK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRSN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC114599954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6H20orf96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM13,16,35,14,19,13,10,5,12,5,2,14,8,10,16,7
ID1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599824,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BCL2L1,1,3,3,1,0,3,0,0,4,0,0,0,0,1,0
TPX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYLK2,0,0,4,0,0,5,0,0,3,0,0,1,0,0,8
FOXS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DUSP15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTLL9,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
PDRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XKR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCM2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TM9SF4,14,31,3,26,9,19,22,16,2,20,20,11,18,10,4
PLAGL2,0,2,3,1,0,6,0,0,0,0,0,0,1,0,0
POFUT1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
KIF3B,1,2,2,2,0,0,0,1,0,0,1,0,1,0,1
LOC114599843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASXL1,23,125,82,110,45,83,63,35,44,60,41,22,57,43,43
NOL4L,2,11,0,5,2,0,0,11,7,3,0,1,8,2,3
LOC114599846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COMMD7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
LOC114599849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNMT3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPRE1,5,4,2,23,11,4,17,8,9,11,11,4,7,3,3
EFCAB8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDK5RAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599860,0,2,6,2,0,2,2,0,0,0,0,0,1,0,3
RPRD1B,15,35,36,26,15,28,16,12,29,11,18,6,17,4,19
TTI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNBL1,402,31,7,141,45,27,123,26,20,91,49,15,137,35,19
LOC114599865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0
UBE2C,2,0,0,2,0,0,1,0,0,4,1,0,4,0,0
TNNC2,2,0,20310,18,0,32136,1,1,33842,2,4,31746,0,1,33432
LOC114599886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNX21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ACOT8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSWIM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114598397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZSWIM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEURL2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1
CTSA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PLTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCIF1,9,20,16,9,3,4,5,1,6,6,1,1,3,5,2
LOC114599895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF335,18,51,19,26,5,18,16,15,19,19,5,15,14,5,8
LOC114599966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SLC12A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCOA5,0,0,1,4,3,2,0,1,1,0,1,0,5,0,0
CD40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH22,0,2,0,0,0,0,0,2,0,0,1,0,0,2,0
SLC35C2,12,87,40,64,36,31,12,39,25,21,17,10,23,44,16
ELMO2,3,2,1,4,1,0,2,1,0,1,6,0,1,1,0
SNRPB,731,314,206,345,229,111,424,231,149,436,333,110,533,262,151
DDX27,0,1,0,2,2,0,1,2,1,1,3,1,0,0,0
ZNFX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNDBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114599917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP4M1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPS6,57,31,62,15,4,7,20,6,4,11,22,3,5,7,8
LOC114599968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAPK15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FAM83H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQANK1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRIB,22,102,64,74,10,49,27,18,29,46,7,29,34,23,38
PUF60,67,32,62,82,44,43,55,34,37,84,31,21,48,21,44
NRBP2,6,0,1,0,0,0,6,3,2,0,2,0,1,1,0
LOC114600111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600109,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLEC,62,113,218,169,11,184,35,16,134,60,13,124,56,7,143
PARP10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRINA,0,0,0,1,1,2,0,3,3,2,0,4,2,0,1
LOC114600117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPATC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMPD5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPLAH,5,25,2,1,6,1,4,10,1,4,4,1,0,5,2
EXOSC4,3,8,1,1,5,1,7,9,0,6,20,7,3,5,1
GPAA1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
LOC114600122,5,3,4,4,3,1,7,2,2,7,7,4,9,2,3
SHARPIN,44,42,35,47,26,42,47,54,66,33,47,21,44,24,29
MAF1,16,19,49,24,7,56,7,13,35,12,18,23,13,5,34
WDR97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUGGC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HGH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600130,1,11,0,0,0,0,0,0,1,0,0,0,3,0,1
MROH1,2,0,0,3,0,0,0,1,0,0,1,0,1,0,0
BOP1,19,8,27,8,5,8,2,1,5,10,6,7,9,1,2
SCX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HSF1,4,10,5,5,6,7,0,1,2,2,5,3,4,2,8
LOC114600133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600140,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGAT1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0
LOC114600143,22,14,17,21,20,21,21,14,15,10,18,23,27,9,21
LOC114601236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPT,3,12,4,0,13,4,0,8,2,0,8,3,0,4,3
PPP1R16A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOXH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600151,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYHR1,17,31,10,53,16,39,25,18,24,20,31,20,28,15,20
LOC114600156,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TONSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS28,60,25,8,38,22,18,35,17,29,31,35,19,40,21,22
LOC114600159,1,3,2,2,0,1,0,1,0,1,1,0,1,0,1
LOC114600160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CPSF1,4,6,4,6,1,8,2,0,0,6,1,0,1,1,1
ADCK5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC114600167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RECQL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7H8orf82,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ENPP4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOC114600175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FUT11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
LOC114601247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GORAB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRNP48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STX17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LOC114601248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600184,5,3,75,1,6,113,1,11,19,0,1,79,2,3,239
ZC3H3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600186,1,9,1,5,1,3,1,3,0,7,1,1,5,0,2
LOC114600187,0,1,2,2,1,0,1,3,1,1,0,0,1,2,0
LOC114601250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAPRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1D,132,6,13,70,65,52,91,54,50,65,105,24,69,43,32
TIGD5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PYCR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSTA3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ARHGAP39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RHPN1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOP1MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THEM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRB1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
TSNARE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTP4A3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GPR20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SLC45A4,3,8,11,17,2,7,0,2,14,4,1,6,2,2,4
DENND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PTK2,27,62,16,52,30,22,23,47,18,32,41,24,19,32,13
RPLP1,97,8,5,32,55,16,66,62,37,58,83,42,56,58,26
AGO2,9,45,1,30,15,10,4,18,7,9,26,5,12,5,0
CHRAC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRAPPC9,1,11,0,4,0,0,0,0,0,0,1,0,1,1,1
KCNK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL22A1,0,0,4,1,0,6,0,0,3,0,0,1,0,0,4
LOC114600225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM135B,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LOC114601300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDRBS3,80,24,58,71,39,17,51,19,10,52,26,13,59,5,19
ZFAT,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0
LOC114600068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LOC114600232,0,62,1,0,42,0,0,35,0,1,18,1,1,24,0
CCN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114601307,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
LOC114601347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
PHF20L1,14,73,45,42,12,39,15,27,20,20,22,12,23,22,26
TMEM71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC114600239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KCNQ3,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0
HHLA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFR3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASAP1,12,11,16,70,7,11,27,2,10,51,5,5,44,9,10
LOC114600247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM49B,69,27,45,99,33,32,70,25,34,70,45,16,79,32,30
LOC114601309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LOC114600249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
